_uuid,start,end,today,survey_round,group_identification/household_id,group_identification/enumerator_name,group_identification/survey_date,group_identification/sub_county,group_identification/ward,group_identification/household_head_sex,group_identification/landholding_acres,group_advisory/reached_advisory,group_advisory/advisory_channels,group_training/ffs_completed,group_training/practices_used,crop_sales/crop_name,crop_sales/area_planted_acres,crop_sales/quantity_harvested_kg,crop_sales/quantity_sold_kg,crop_sales/price_received_kes_per_kg,crop_sales/buyer_type,crop_sales/sold_through_group,group_resilience/coping_strategies_used,yield_kg_per_acre,crop_income_kes,price_share_pct
uuid-Y1-754,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00755,A. Ndaka,2027-06-04,mwingi_west,kwa_vonza,male,5.0,no,,no,water_harvesting,green_grams,4.62,1738.6,928.1,104.75,market_vendor,no,child_labour,356.8,64600.0,58.9
uuid-Y1-755,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00756,J. Mwendwa,2027-06-24,kitui_rural,township,male,1.03,no,,yes,drought_tolerant_seed mulching,cassava,0.81,355.4,281.8,144.48,producer_group,yes,reduced_meals borrowed_food child_labour,414.1,30413.0,70.3
uuid-Y1-756,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00757,P. Kioko,2027-06-05,kitui_rural,mbitini,female,1.32,no,,no,organic_amendment drought_tolerant_seed,cowpeas,0.98,469.3,318.1,165.47,processor,no,none,554.1,42741.0,67.5
uuid-Y1-757,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00758,S. Kamau,2027-06-27,kitui_south,mutonguni,male,4.79,no,,no,min_tillage staggered_planting organic_amendment water_harvesting mulching,sorghum,0.44,184.9,120.5,81.45,market_vendor,no,reduced_meals child_labour sold_productive_asset,408.3,7911.0,67.6
uuid-Y1-758,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00759,J. Mwendwa,2027-06-15,kitui_rural,mbitini,male,2.82,yes,in_person whatsapp,no,,green_grams,2.28,878.5,611.1,169.91,producer_group,yes,child_labour reduced_meals borrowed_food,370.0,81655.0,73.5
uuid-Y1-759,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00760,P. Kioko,2027-06-13,mwingi_west,kwa_vonza,female,0.63,no,,no,organic_amendment water_harvesting,maize,0.58,259.3,217.3,100.38,local_trader,no,none,443.8,15682.0,63.5
uuid-Y1-760,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00761,M. Wanjiru,2027-06-06,mwingi_west,kwa_vonza,female,0.62,no,,no,water_harvesting staggered_planting,pigeon_peas,0.49,141.3,110.8,58.18,processor,no,reduced_meals sold_productive_asset,325.5,5541.0,59.5
uuid-Y1-761,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00762,S. Kamau,2027-06-02,kitui_rural,mbitini,male,2.55,no,,no,organic_amendment intercropping water_harvesting staggered_planting mulching,cassava,0.28,101.3,65.3,175.32,producer_group,yes,none,357.6,9307.0,72.7
uuid-Y1-762,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00763,S. Kamau,2027-06-10,kitui_rural,township,male,0.87,yes,radio,yes,drought_tolerant_seed staggered_planting,pigeon_peas,0.31,145.9,77.0,121.25,producer_group,yes,none,480.3,6941.0,70.0
uuid-Y1-763,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00764,P. Kioko,2027-06-25,kitui_rural,mbitini,male,2.91,no,,no,water_harvesting organic_amendment intercropping mulching staggered_planting,cassava,2.05,990.3,501.0,162.27,market_vendor,no,reduced_meals,504.0,83952.0,64.2
uuid-Y1-764,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00765,J. Mwendwa,2027-06-25,kitui_south,kyome_thaana,male,3.11,no,,no,staggered_planting,sorghum,2.41,613.2,354.5,138.36,processor,no,none,242.3,33581.0,60.6
uuid-Y1-765,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00766,P. Kioko,2027-06-26,kitui_rural,township,female,1.12,yes,radio in_person,no,min_tillage,cassava,0.82,419.6,182.9,146.13,processor,no,none,468.2,19857.0,62.0
uuid-Y1-766,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00767,J. Mwendwa,2027-06-10,kitui_rural,mbitini,female,1.38,no,,no,,green_grams,1.12,430.3,211.6,147.09,market_vendor,no,sold_productive_asset,412.2,23517.0,63.0
uuid-Y1-767,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00768,M. Wanjiru,2027-06-08,kitui_rural,township,male,2.6,no,,yes,intercropping staggered_planting min_tillage water_harvesting,green_grams,1.68,486.6,313.6,81.89,processor,no,none,289.4,26114.0,63.2
uuid-Y1-768,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00769,M. Wanjiru,2027-06-09,kitui_rural,township,female,108.44,no,,no,intercropping staggered_planting mulching water_harvesting,green_grams,0.51,234.7,176.3,84.78,processor,no,none,487.2,12019.0,64.0
uuid-Y1-769,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00770,A. Ndaka,2027-06-20,mwingi_west,waita,male,2.17,no,,no,drought_tolerant_seed water_harvesting staggered_planting min_tillage,cowpeas,1.29,624.9,287.3,61.92,processor,no,borrowed_food sold_productive_asset reduced_meals,510.9,16415.0,60.8
uuid-Y1-770,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00771,J. Mwendwa,2027-06-22,kitui_rural,township,male,5.0,yes,whatsapp,yes,mulching staggered_planting,pigeon_peas,3.85,1214.3,643.9,534.81,processor,no,borrowed_food child_labour,329.7,48149.0,58.5
uuid-Y1-771,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00772,S. Kamau,2027-06-23,mwingi_west,waita,female,2.69,yes,whatsapp radio,no,,cowpeas,0.94,380.3,242.5,141.86,market_vendor,no,none,410.4,26298.0,67.4
uuid-Y1-772,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00773,A. Ndaka,2027-06-07,mwingi_west,kwa_vonza,male,1.55,no,,yes,drought_tolerant_seed staggered_planting,cowpeas,0.84,423.4,219.8,157.3,local_trader,no,none,474.2,35183.0,70.0
uuid-Y1-773,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00774,A. Ndaka,2027-06-19,kitui_south,kyome_thaana,male,5.0,no,,no,intercropping min_tillage drought_tolerant_seed,maize,4.5,1913.7,1709.3,156.72,processor,no,reduced_meals,432.1,203316.0,63.8
uuid-Y1-774,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00775,M. Wanjiru,2027-06-15,kitui_rural,mbitini,male,3.55,no,,no,water_harvesting min_tillage organic_amendment mulching intercropping,green_grams,1.64,510.6,236.5,83.41,market_vendor,no,reduced_meals borrowed_food sold_productive_asset,342.9,14456.0,58.5
uuid-Y1-775,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00776,P. Kioko,2027-06-22,kitui_south,kyome_thaana,female,0.88,no,,no,min_tillage,cowpeas,0.28,83.6,50.0,95.16,processor,no,sold_productive_asset,336.2,3234.0,60.2
uuid-Y1-776,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00777,A. Ndaka,2027-06-09,mwingi_west,waita,male,1.03,no,,no,min_tillage staggered_planting organic_amendment,pigeon_peas,0.2,67.6,31.2,78.31,producer_group,yes,none,320.8,2381.0,72.0
uuid-Y1-777,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00778,J. Mwendwa,2027-06-18,kitui_rural,mbitini,male,0.44,yes,whatsapp radio,yes,drought_tolerant_seed min_tillage intercropping,green_grams,0.4,130.3,92.1,135.32,producer_group,yes,none,377.5,13358.0,74.5
uuid-Y1-778,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00779,P. Kioko,2027-06-17,kitui_south,mutonguni,male,2.57,yes,ivr whatsapp,yes,drought_tolerant_seed mulching,cowpeas,0.51,179.2,124.5,120.28,local_trader,no,child_labour,310.6,9945.0,58.9
uuid-Y1-779,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00780,P. Kioko,2027-06-13,kitui_south,kyome_thaana,male,0.28,yes,ivr,no,drought_tolerant_seed intercropping,cassava,0.15,60.3,50.7,110.71,local_trader,no,none,351.1,5048.0,62.1
uuid-Y1-780,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00781,P. Kioko,2027-06-17,kitui_rural,mbitini,male,5.0,yes,radio,no,organic_amendment,cowpeas,3.47,1917.1,888.7,90.63,local_trader,no,borrowed_food sold_productive_asset child_labour,536.8,60956.0,63.1
uuid-Y1-781,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00782,P. Kioko,2027-06-14,kitui_south,mutonguni,female,1.69,no,,yes,intercropping min_tillage,sorghum,1.33,414.0,182.0,158.64,local_trader,no,none,351.5,27258.0,65.1
uuid-Y1-782,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00783,S. Kamau,2027-06-01,mwingi_west,waita,female,3.7,no,,no,min_tillage organic_amendment,sorghum,2.02,608.9,467.1,112.12,market_vendor,no,none,332.1,36392.0,61.5
uuid-Y1-783,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00784,A. Ndaka,2027-06-16,mwingi_west,kwa_vonza,female,1.58,no,,no,,cowpeas,0.59,223.2,101.5,69.03,local_trader,no,sold_productive_asset reduced_meals borrowed_food,356.7,5845.0,57.8
uuid-Y1-784,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00785,S. Kamau,2027-06-22,kitui_south,mutonguni,female,2.54,yes,sms ivr,no,organic_amendment staggered_planting,maize,0.22,76.5,43.5,156.75,processor,no,none,318.2,4970.0,64.4
uuid-Y1-785,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00786,S. Kamau,2027-06-23,kitui_rural,township,male,1.86,no,,no,staggered_planting water_harvesting,maize,0.53,235.2,191.6,159.91,processor,no,none,392.9,24253.0,65.9
uuid-Y1-786,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00787,A. Ndaka,2027-06-21,kitui_south,mutonguni,male,2.13,yes,sms in_person,yes,,cassava,1.76,893.8,708.2,71.68,processor,no,borrowed_food child_labour sold_productive_asset,458.2,35745.0,62.3
uuid-Y1-787,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00788,J. Mwendwa,2027-06-14,kitui_rural,township,male,4.46,no,,no,staggered_planting,maize,0.26,106.0,57.2,131.41,processor,no,none,445.3,5747.0,63.7
uuid-Y1-788,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00789,A. Ndaka,2027-06-26,kitui_south,mutonguni,male,5.0,no,,no,water_harvesting min_tillage,maize,3.98,1849.4,1225.7,94.3,local_trader,no,reduced_meals sold_productive_asset borrowed_food,425.6,79783.0,61.1
uuid-Y1-789,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00790,J. Mwendwa,2027-06-25,mwingi_west,waita,female,5.0,no,,no,staggered_planting drought_tolerant_seed,maize,4.62,1616.8,920.4,114.27,processor,no,none,339.7,91158.0,60.0
uuid-Y1-790,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00791,J. Mwendwa,2027-06-08,kitui_rural,township,female,5.0,no,,no,staggered_planting,pigeon_peas,4.99,2161.8,1308.1,158.72,local_trader,no,borrowed_food reduced_meals child_labour,381.3,163586.0,65.6
uuid-Y1-791,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00792,M. Wanjiru,2027-06-11,mwingi_west,waita,female,1.18,no,,no,staggered_planting,sorghum,0.43,124.0,80.8,88.58,local_trader,no,none,333.6,5158.0,63.7
uuid-Y1-792,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00793,A. Ndaka,2027-06-24,kitui_rural,mbitini,male,2.71,no,,no,staggered_planting,cowpeas,0.82,494.9,379.0,130.07,processor,no,none,578.9,48447.0,64.0
uuid-Y1-793,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00794,A. Ndaka,2027-06-10,kitui_rural,township,male,1.2,yes,whatsapp,no,organic_amendment water_harvesting staggered_planting min_tillage intercropping mulching,cowpeas,1.02,557.7,359.5,78.26,local_trader,no,sold_productive_asset,479.0,30386.0,67.0
uuid-Y1-794,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00795,S. Kamau,2027-06-20,kitui_rural,township,male,4.34,no,,no,,cowpeas,4.23,1362.4,1063.3,147.82,producer_group,yes,none,364.8,142826.0,67.3
uuid-Y1-795,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00796,J. Mwendwa,2027-06-17,kitui_rural,mbitini,male,0.92,yes,ivr in_person,no,mulching,maize,0.85,283.9,147.5,136.12,processor,no,none,390.3,18729.0,60.8
uuid-Y1-796,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00797,J. Mwendwa,2027-06-24,kitui_rural,township,male,4.51,yes,sms in_person,no,organic_amendment min_tillage,maize,1.38,518.4,291.6,74.01,market_vendor,no,none,403.1,16301.0,63.0
uuid-Y1-797,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00798,M. Wanjiru,2027-06-15,kitui_rural,township,male,2.38,no,,no,min_tillage staggered_planting,cowpeas,0.96,405.4,220.3,90.12,market_vendor,no,reduced_meals sold_productive_asset,392.8,14460.0,60.8
uuid-Y1-798,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00799,P. Kioko,2027-06-25,kitui_south,mutonguni,male,1.94,yes,in_person whatsapp,no,organic_amendment intercropping mulching,cassava,0.93,442.2,257.0,144.8,processor,no,reduced_meals borrowed_food,481.1,28708.0,64.8
uuid-Y1-799,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00800,M. Wanjiru,2027-06-12,mwingi_west,kwa_vonza,female,2.1,no,,no,mulching intercropping,sorghum,0.28,96.4,80.5,115.18,local_trader,no,reduced_meals borrowed_food,308.6,6494.0,61.9
uuid-Y1-800,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00801,P. Kioko,2027-06-09,kitui_south,mutonguni,male,0.79,no,,no,intercropping,cassava,0.68,204.4,90.6,65.78,processor,no,borrowed_food,293.3,4005.0,59.5
uuid-Y1-801,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00802,M. Wanjiru,2027-06-10,kitui_rural,township,male,0.85,no,,no,intercropping water_harvesting,maize,0.36,165.1,108.3,143.07,market_vendor,no,borrowed_food child_labour reduced_meals,404.8,14912.0,62.7
uuid-Y1-802,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00803,J. Mwendwa,2027-06-23,kitui_south,mutonguni,female,2.41,yes,ivr,no,mulching staggered_planting organic_amendment intercropping,maize,2.29,783.2,570.8,147.03,processor,no,none,311.7,62834.0,63.0
uuid-Y1-803,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00804,P. Kioko,2027-06-27,mwingi_west,kwa_vonza,male,2.39,yes,whatsapp,yes,organic_amendment mulching drought_tolerant_seed intercropping water_harvesting staggered_planting min_tillage,pigeon_peas,1.39,615.3,268.7,172.04,producer_group,yes,sold_productive_asset reduced_meals child_labour,429.6,35921.0,73.3
uuid-Y1-804,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00805,J. Mwendwa,2027-06-27,kitui_rural,mbitini,female,1.25,no,,yes,,maize,0.8,174.4,138.9,137.56,market_vendor,no,none,249.8,18689.0,63.7
uuid-Y1-805,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00806,M. Wanjiru,2027-06-18,kitui_rural,mbitini,female,1.68,no,,yes,,pigeon_peas,1.25,459.7,249.8,87.14,market_vendor,no,none,369.6,21363.0,63.9
uuid-Y1-806,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00807,J. Mwendwa,2027-06-23,mwingi_west,kwa_vonza,male,2.87,yes,sms ivr,no,,cassava,2.27,975.6,713.1,100.72,processor,no,sold_productive_asset child_labour borrowed_food,398.3,66038.0,63.5
uuid-Y1-807,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00808,J. Mwendwa,2027-06-19,kitui_rural,township,female,1.08,yes,sms,no,,sorghum,0.32,83.6,55.9,66.29,market_vendor,no,none,278.3,3521.0,61.9
uuid-Y1-808,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00809,P. Kioko,2027-06-11,mwingi_west,waita,female,0.39,no,,no,,pigeon_peas,0.23,74.8,41.9,73.85,market_vendor,no,none,324.7,2109.0,60.4
uuid-Y1-809,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00810,A. Ndaka,2027-06-24,kitui_south,mutonguni,female,5.0,no,,no,staggered_planting intercropping organic_amendment mulching,cowpeas,0.22,123.8,94.5,79.53,processor,no,sold_productive_asset reduced_meals borrowed_food,545.2,7244.0,63.4
uuid-Y1-810,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00811,J. Mwendwa,2027-06-14,kitui_rural,mbitini,female,2.52,no,,no,staggered_planting,sorghum,1.82,724.1,374.8,117.81,processor,no,none,403.2,32540.0,61.5
uuid-Y1-811,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00812,S. Kamau,2027-06-08,kitui_rural,township,female,1.43,yes,ivr radio,yes,drought_tolerant_seed staggered_planting min_tillage mulching organic_amendment water_harvesting,cassava,0.59,259.6,117.0,172.06,processor,no,none,427.1,21932.0,67.6
uuid-Y1-812,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00813,M. Wanjiru,2027-06-10,kitui_south,mutonguni,male,1.2,yes,sms,no,staggered_planting drought_tolerant_seed intercropping mulching min_tillage organic_amendment,cassava,1.17,608.8,424.8,82.29,market_vendor,no,none,499.2,27693.0,66.5
uuid-Y1-813,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00814,A. Ndaka,2027-06-24,mwingi_west,waita,male,1.07,no,,no,,cassava,0.89,347.6,271.3,113.86,processor,no,child_labour reduced_meals borrowed_food,351.8,22530.0,64.4
uuid-Y1-814,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00815,M. Wanjiru,2027-06-21,kitui_rural,township,female,4.33,no,,no,min_tillage organic_amendment,cassava,1.35,932.4,728.9,142.9,market_vendor,no,reduced_meals child_labour borrowed_food,604.4,79541.0,63.6
uuid-Y1-815,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00816,J. Mwendwa,2027-06-25,kitui_south,kyome_thaana,female,0.67,no,,no,staggered_planting intercropping,cassava,0.54,289.3,191.2,69.46,local_trader,no,none,527.3,9348.0,62.2
uuid-Y1-816,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00817,P. Kioko,2027-06-12,kitui_south,kyome_thaana,male,2.71,no,,no,drought_tolerant_seed,maize,2.15,686.4,324.9,85.94,local_trader,no,none,284.9,18496.0,58.7
uuid-Y1-817,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00818,J. Mwendwa,2027-06-13,mwingi_west,waita,female,2.7,no,,no,,cowpeas,0.65,184.1,154.4,133.25,producer_group,yes,none,271.1,18418.0,69.9
uuid-Y1-818,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00819,M. Wanjiru,2027-06-07,mwingi_west,kwa_vonza,male,3.43,yes,in_person,no,drought_tolerant_seed,maize,0.88,430.9,294.3,158.59,local_trader,no,none,429.8,42452.0,62.8
uuid-Y1-819,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00820,S. Kamau,2027-06-01,kitui_rural,township,female,1.54,yes,radio,no,min_tillage mulching,pigeon_peas,0.26,113.8,87.0,109.79,producer_group,yes,reduced_meals borrowed_food child_labour,456.2,9268.0,71.2
uuid-Y1-820,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00821,P. Kioko,2027-06-06,kitui_rural,mbitini,female,4.98,no,,no,drought_tolerant_seed,pigeon_peas,4.71,1545.5,1353.4,137.03,market_vendor,no,none,285.9,142252.0,63.9
uuid-Y1-821,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00822,P. Kioko,2027-06-13,mwingi_west,kwa_vonza,male,3.5,yes,radio,no,organic_amendment,maize,0.77,256.4,179.5,97.51,processor,no,none,375.7,16570.0,65.3
uuid-Y1-822,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00823,M. Wanjiru,2027-06-18,kitui_rural,mbitini,male,1.5,no,,no,min_tillage,cassava,1.0,435.5,303.9,150.6,processor,no,sold_productive_asset child_labour borrowed_food,380.2,42386.0,60.4
uuid-Y1-823,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00824,A. Ndaka,2027-06-06,mwingi_west,waita,male,1.16,no,,no,staggered_planting,maize,1.06,526.9,422.0,60.35,processor,no,none,460.8,22262.0,60.5
uuid-Y1-824,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00825,P. Kioko,2027-06-05,kitui_south,mutonguni,male,1.86,no,,no,min_tillage organic_amendment intercropping,pigeon_peas,1.05,587.5,328.9,114.86,processor,no,reduced_meals child_labour,510.2,38502.0,66.9
uuid-Y1-825,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00826,S. Kamau,2027-06-19,kitui_rural,mbitini,male,1.46,yes,sms,no,,cowpeas,1.22,487.5,244.0,158.48,producer_group,yes,borrowed_food child_labour sold_productive_asset,436.3,38525.0,72.8
uuid-Y1-826,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00827,M. Wanjiru,2027-06-26,mwingi_west,waita,male,1.01,no,,no,intercropping staggered_planting water_harvesting mulching min_tillage drought_tolerant_seed,maize,0.83,338.2,229.3,74.67,local_trader,no,none,404.3,12463.0,61.3
uuid-Y1-827,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00828,J. Mwendwa,2027-06-08,kitui_rural,mbitini,male,2.17,no,,no,water_harvesting,sorghum,0.89,411.6,272.6,96.67,processor,no,none,425.8,19643.0,62.2
uuid-Y1-828,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00829,A. Ndaka,2027-06-26,kitui_south,mutonguni,male,1.68,yes,in_person ivr,yes,drought_tolerant_seed intercropping water_harvesting,cassava,1.34,599.0,516.8,148.82,processor,no,none,464.0,56802.0,62.2
uuid-Y1-829,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00830,S. Kamau,2027-06-17,kitui_rural,township,male,5.0,no,,no,,cowpeas,2.35,567.0,390.2,98.88,local_trader,no,child_labour,245.5,37070.0,62.6
uuid-Y1-830,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00831,P. Kioko,2027-06-22,mwingi_west,kwa_vonza,female,1.46,yes,radio,yes,organic_amendment staggered_planting,cassava,1.04,368.6,223.5,81.03,local_trader,no,child_labour borrowed_food reduced_meals,391.7,13107.0,63.9
uuid-Y1-831,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00832,A. Ndaka,2027-06-19,mwingi_west,waita,female,1.15,no,,no,min_tillage organic_amendment drought_tolerant_seed staggered_planting mulching intercropping water_harvesting,maize,0.23,106.4,72.5,70.36,processor,no,none,413.9,5462.0,70.1
uuid-Y1-832,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00833,S. Kamau,2027-06-04,kitui_rural,township,female,2.07,yes,in_person radio,no,mulching intercropping,pigeon_peas,1.88,803.6,710.1,76.03,processor,no,none,438.9,52280.0,63.1
uuid-Y1-833,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00834,S. Kamau,2027-06-02,mwingi_west,waita,female,2.47,no,,no,,pigeon_peas,2.13,554.7,288.0,84.13,market_vendor,no,reduced_meals,276.2,22654.0,64.5
uuid-Y1-834,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00835,J. Mwendwa,2027-06-03,kitui_south,mutonguni,male,2.6,no,,no,,pigeon_peas,1.18,409.4,186.9,64.87,market_vendor,no,child_labour reduced_meals,375.9,7849.0,57.4
uuid-Y1-835,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00836,A. Ndaka,2027-06-27,mwingi_west,waita,male,2.58,yes,ivr,no,drought_tolerant_seed min_tillage,sorghum,0.53,117.6,87.0,73.03,market_vendor,no,none,253.9,4383.0,61.0
uuid-Y1-836,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00837,P. Kioko,2027-06-10,kitui_south,kyome_thaana,male,2.12,yes,whatsapp radio,yes,organic_amendment,maize,0.85,308.3,268.6,149.12,local_trader,no,child_labour reduced_meals,362.6,38474.0,66.2
uuid-Y1-837,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00838,S. Kamau,2027-06-22,kitui_south,kyome_thaana,male,2.01,no,,no,drought_tolerant_seed mulching water_harvesting,pigeon_peas,1.04,614.4,395.2,106.4,local_trader,no,child_labour borrowed_food sold_productive_asset,518.1,40762.0,63.7
uuid-Y1-838,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00839,M. Wanjiru,2027-06-22,mwingi_west,kwa_vonza,male,3.12,no,,no,drought_tolerant_seed mulching,cowpeas,1.76,701.9,345.2,116.22,processor,no,child_labour reduced_meals sold_productive_asset,359.0,22141.0,49.3
uuid-Y1-839,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00840,A. Ndaka,2027-06-04,mwingi_west,waita,male,0.93,no,,no,staggered_planting mulching,cassava,0.44,130.3,54.6,154.58,local_trader,no,none,295.2,7895.0,64.5
uuid-Y1-840,2027-06-01T08:00:00,2027-06-01T08:35:00,2027-06-01,Y1,KDRSIP-00841,J. Mwendwa,2027-06-06,kitui_rural,mbitini,female,1.15,no,,no,organic_amendment,cassava,1.15,543.1,444.5,357.1,processor,no,sold_productive_asset reduced_meals,510.2,26074.0,68.3
